序号,分层,易投指数0-5,期刊全称,ISO缩写,ISSN,eISSN,2025 JIF,5年JIF,最佳JIF分区,JIF排名(主表),最佳JCI分区,主表JCI分区,JCI,最高JIF百分位,年发文量,总被引,医学相关学科,学科及分区明细,出版商,出版商分组,是否SCIE,Web of Science版本,常见OA模式,版面费参考(须官网核实),OA付费可能性,版面费查询入口,AIM作者须知检索
1612,3-Q2,0,Annals of Occupational and Environmental Medicine,ANN OCCUP ENVIRON ME,2052-4374,2052-4374,3.0,1.9,Q2,133/443,Q2,Q2,0.71,70.1,26.0,1085.0,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH(JIF Q2/JCI Q2)",Korean Soc Occupational & Environmental Medicine,其他,否,ESCI,需核实,请查期刊官网 Author / Open Access 页面,未知,,https://www.google.com/search?q=Annals+of+Occupational+and+Environmental+Medicine+aims+scope+instructions+for+authors+APC
1613,3-Q2,0,Rheumatology and Immunology Research,RHEUMATOL IMMUNOL RE,,2719-4523,3.0,3.0,Q2,24/58,Q3,Q3,0.53,59.5,26.0,345.0,IMMUNOLOGY; RHEUMATOLOGY,IMMUNOLOGY(JIF Q3/JCI Q3) | RHEUMATOLOGY(JIF Q2/JCI Q3),WALTER DE GRUYTER GMBH,De Gruyter,否,ESCI,混合/OA,因刊而异,中,https://www.degruyter.com/publishing/publications/openaccess,https://www.google.com/search?q=Rheumatology+and+Immunology+Research+aims+scope+instructions+for+authors+APC
1614,3-Q2,0,HARVARD REVIEW OF PSYCHIATRY,HARVARD REV PSYCHIAT,1067-3229,1465-7309,2.9,4.8,Q2,119/293,Q2,Q2,0.73,59.6,26.0,3156.0,PSYCHIATRY,PSYCHIATRY(JIF Q2/JCI Q2),LIPPINCOTT WILLIAMS & WILKINS,Wolters Kluwer/LWW,是,"SCIE, SSCI",混合为主,"订阅路线通常无APC；OA常见 USD 2,000-4,000；MEDICINE已拉黑",中,https://wkauthorservices.editage.com/open-access/,https://www.google.com/search?q=HARVARD+REVIEW+OF+PSYCHIATRY+aims+scope+instructions+for+authors+APC
1615,3-Q2,0,Physical Activity Review,PHYS ACT REV,2300-5076,2300-5076,2.6,1.7,Q2,48/136,Q2,Q2,0.78,65.1,26.0,312.0,SPORT SCIENCES,SPORT SCIENCES(JIF Q2/JCI Q2),PROJACK,其他,否,ESCI,需核实,请查期刊官网 Author / Open Access 页面,未知,,https://www.google.com/search?q=Physical+Activity+Review+aims+scope+instructions+for+authors+APC
1616,3-Q2,0,Journal of Evidence-Based Dental Practice,J EVID-BASED DENT PR,1532-3382,1532-3390,2.5,3.5,Q2,58/165,Q1,Q1,1.09,65.2,26.0,1582.0,"DENTISTRY, ORAL SURGERY & MEDICINE","DENTISTRY, ORAL SURGERY & MEDICINE(JIF Q2/JCI Q1)",ELSEVIER INC,Elsevier,是,SCIE,混合为主,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200",中,https://www.elsevier.com/open-access/agreements,https://www.google.com/search?q=Journal+of+Evidence-Based+Dental+Practice+aims+scope+instructions+for+authors+APC
1617,3-Q2,0,Occupational Health Science,OCCUP HEALTH SCI,2367-0134,2367-0142,2.4,2.5,Q2,193/443,Q2,Q2,0.75,56.5,26.0,601.0,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH(JIF Q2/JCI Q2)",SPRINGERNATURE,Springer Nature,否,ESCI,混合/全OA,"全OA约 USD 2,090-3,490；Nature系更高；Scientific Reports已拉黑",中高,https://www.springernature.com/gp/open-research/journals-books/journals,https://www.google.com/search?q=Occupational+Health+Science+aims+scope+instructions+for+authors+APC
1618,3-Q2,0,Perspectives in Public Health,PERSPECT PUBLIC HEAL,1757-9139,1757-9147,2.3,3.6,Q2,209/443,Q3,Q3,0.51,52.9,26.0,1646.0,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH(JIF Q2/JCI Q3)",SAGE PUBLICATIONS LTD,SAGE,否,SSCI,混合为主,"订阅路线通常无APC；SAGE Choice常见 USD 2,000-4,000",中,https://us.sagepub.com/en-us/nam/sage-choice,https://www.google.com/search?q=Perspectives+in+Public+Health+aims+scope+instructions+for+authors+APC
1619,3-Q2,0,Implementation Research and Practice,IMPLEMENT RES PRACT,2633-4895,2633-4895,2.2,4.1,Q2,218/443,Q2,Q2,0.82,50.9,26.0,733.0,"HEALTH CARE SCIENCES & SERVICES; HEALTH POLICY & SERVICES; PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","HEALTH CARE SCIENCES & SERVICES(JIF Q3/JCI Q2) | HEALTH POLICY & SERVICES(JIF Q3/JCI Q2) | PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH(JIF Q2/JCI Q2)",SAGE PUBLICATIONS INC,SAGE,否,ESCI,混合为主,"订阅路线通常无APC；SAGE Choice常见 USD 2,000-4,000",中,https://us.sagepub.com/en-us/nam/sage-choice,https://www.google.com/search?q=Implementation+Research+and+Practice+aims+scope+instructions+for+authors+APC
1620,3-Q2,0,Menopause Review-Przeglad Menopauzalny,MENOPAUSE REV,1643-8876,2299-0038,2.2,2.2,Q2,67/143,Q3,Q3,0.59,53.5,26.0,951.0,OBSTETRICS & GYNECOLOGY,OBSTETRICS & GYNECOLOGY(JIF Q2/JCI Q3),TERMEDIA PUBLISHING HOUSE LTD,其他,否,ESCI,需核实,请查期刊官网 Author / Open Access 页面,未知,,https://www.google.com/search?q=Menopause+Review-Przeglad+Menopauzalny+aims+scope+instructions+for+authors+APC
1621,3-Q2,0,Journal of Community Health Nursing,J COMMUN HEALTH NURS,0737-0016,1532-7655,1.9,1.4,Q2,95/194,Q3,Q3,0.65,51.3,26.0,559.0,NURSING,NURSING(JIF Q2/JCI Q3),"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",Taylor & Francis,是,"SCIE, SSCI",混合为主,"订阅路线通常无APC；Open Select常见 USD 2,500-3,500",中,https://authorservices.taylorandfrancis.com/publishing-open-access/,https://www.google.com/search?q=Journal+of+Community+Health+Nursing+aims+scope+instructions+for+authors+APC
1622,3-Q2,0,SOUTH AFRICAN JOURNAL OF COMMUNICATION DISORDERS,S AFR J COMMUN DISOR,0379-8046,2225-4765,1.7,2.0,Q2,17/35,Q3,Q3,0.77,52.9,26.0,517.0,AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY,AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY(JIF Q2/JCI Q3),AOSIS,其他,否,ESCI,需核实,请查期刊官网 Author / Open Access 页面,未知,,https://www.google.com/search?q=SOUTH+AFRICAN+JOURNAL+OF+COMMUNICATION+DISORDERS+aims+scope+instructions+for+authors+APC
1623,3-Q2,0,GigaByte,GIGABYTE-PRC,,2709-4715,1.6,2.1,Q2,69/140,Q2,Q2,0.39,51.1,26.0,311.0,MULTIDISCIPLINARY SCIENCES,MULTIDISCIPLINARY SCIENCES(JIF Q2/JCI Q2),GigaScience Press,其他,否,ESCI,需核实,请查期刊官网 Author / Open Access 页面,未知,,https://www.google.com/search?q=GigaByte+aims+scope+instructions+for+authors+APC
1624,3-Q2,0,Nucleic Acid Therapeutics,NUCLEIC ACID THER,2159-3337,2159-3345,4.5,4.6,Q2,59/191,Q2,Q2,0.89,69.4,25.0,1950.0,"BIOCHEMISTRY & MOLECULAR BIOLOGY; CHEMISTRY, MEDICINAL; MEDICINE, RESEARCH & EXPERIMENTAL","BIOCHEMISTRY & MOLECULAR BIOLOGY(JIF Q2/JCI Q2) | CHEMISTRY, MEDICINAL(JIF Q2/JCI Q2) | MEDICINE, RESEARCH & EXPERIMENTAL(JIF Q2/JCI Q2)",SAGE PUBLICATIONS INC,SAGE,是,SCIE,混合为主,"订阅路线通常无APC；SAGE Choice常见 USD 2,000-4,000",中,https://us.sagepub.com/en-us/nam/sage-choice,https://www.google.com/search?q=Nucleic+Acid+Therapeutics+aims+scope+instructions+for+authors+APC
1625,3-Q2,0,PSYCHOPATHOLOGY,PSYCHOPATHOLOGY,0254-4962,1423-033X,3.1,3.6,Q2,108/293,Q3,Q3,0.69,63.3,25.0,2675.0,PSYCHIATRY,PSYCHIATRY(JIF Q2/JCI Q3),KARGER,Karger,是,"SCIE, SSCI",混合/OA,"因刊而异，常见 USD 2,500-3,800",中,https://karger.com/pages/Open-Access,https://www.google.com/search?q=PSYCHOPATHOLOGY+aims+scope+instructions+for+authors+APC
1626,3-Q2,0,JOURNAL OF MICROENCAPSULATION,J MICROENCAPSUL,0265-2048,1464-5246,3.1,3.4,Q2,35/77,Q3,Q2,0.6,54.4,25.0,3051.0,PHARMACOLOGY & PHARMACY,PHARMACOLOGY & PHARMACY(JIF Q2/JCI Q3),TAYLOR & FRANCIS LTD,Taylor & Francis,是,SCIE,混合为主,"订阅路线通常无APC；Open Select常见 USD 2,500-3,500",中,https://authorservices.taylorandfrancis.com/publishing-open-access/,https://www.google.com/search?q=JOURNAL+OF+MICROENCAPSULATION+aims+scope+instructions+for+authors+APC
1627,3-Q2,0,International Journal of Hypertension,INT J HYPERTENS,2090-0384,2090-0392,3.1,2.4,Q2,36/100,Q3,Q3,0.45,64.5,25.0,1321.0,PERIPHERAL VASCULAR DISEASE,PERIPHERAL VASCULAR DISEASE(JIF Q2/JCI Q3),WILEY,Wiley,是,SCIE,混合为主,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700",中,https://authorservices.wiley.com/author-resources/Journal-Authors/open-access/article-publication-charges.html,https://www.google.com/search?q=International+Journal+of+Hypertension+aims+scope+instructions+for+authors+APC
1628,3-Q2,0,SEMINARS IN REPRODUCTIVE MEDICINE,SEMIN REPROD MED,1526-8004,1526-4564,2.6,3.7,Q2,48/143,Q2,Q2,0.79,66.8,25.0,2438.0,OBSTETRICS & GYNECOLOGY; REPRODUCTIVE BIOLOGY,OBSTETRICS & GYNECOLOGY(JIF Q2/JCI Q2) | REPRODUCTIVE BIOLOGY(JIF Q2/JCI Q2),THIEME MEDICAL PUBL INC,Thieme,是,SCIE,混合为主,订阅路线通常无APC；OA另计,中低,https://www.thieme.com/en-us/open-access,https://www.google.com/search?q=SEMINARS+IN+REPRODUCTIVE+MEDICINE+aims+scope+instructions+for+authors+APC
1629,3-Q2,0,iRADIOLOGY,IRADIOLOGY,2834-2860,2834-2879,2.4,2.4,Q2,101/217,Q3,Q3,0.5,53.7,25.0,206.0,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING(JIF Q2/JCI Q3)",WILEY,Wiley,否,ESCI,混合为主,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700",中,https://authorservices.wiley.com/author-resources/Journal-Authors/open-access/article-publication-charges.html,https://www.google.com/search?q=iRADIOLOGY+aims+scope+instructions+for+authors+APC
1630,3-Q2,0,International Journal of Older People Nursing,INT J OLDER PEOPLE N,1748-3735,1748-3743,2.2,2.6,Q2,69/194,Q3,Q3,0.61,64.7,25.0,1573.0,GERIATRICS & GERONTOLOGY; NURSING,GERIATRICS & GERONTOLOGY(JIF Q3/JCI Q3) | NURSING(JIF Q2/JCI Q3),WILEY,Wiley,是,"SCIE; SSCI; SCIE, SSCI",混合为主,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700",中,https://authorservices.wiley.com/author-resources/Journal-Authors/open-access/article-publication-charges.html,https://www.google.com/search?q=International+Journal+of+Older+People+Nursing+aims+scope+instructions+for+authors+APC
1631,3-Q2,0,Pleura and Peritoneum,PLEURA PERITONEUM,2364-7671,2364-768X,2.0,2.0,Q2,137/321,Q2,Q2,0.65,57.5,25.0,439.0,ONCOLOGY; SURGERY,ONCOLOGY(JIF Q4/JCI Q2) | SURGERY(JIF Q2/JCI Q3),WALTER DE GRUYTER GMBH,De Gruyter,否,ESCI,混合/OA,因刊而异,中,https://www.degruyter.com/publishing/publications/openaccess,https://www.google.com/search?q=Pleura+and+Peritoneum+aims+scope+instructions+for+authors+APC
1632,3-Q2,0,PULMONARY PHARMACOLOGY & THERAPEUTICS,PULM PHARMACOL THER,1094-5539,,3.8,3.2,Q2,28/107,Q2,Q2,0.87,74.3,24.0,2769.0,PHARMACOLOGY & PHARMACY; RESPIRATORY SYSTEM,PHARMACOLOGY & PHARMACY(JIF Q2/JCI Q2) | RESPIRATORY SYSTEM(JIF Q2/JCI Q2),ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD,Elsevier,是,SCIE,混合为主,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200",中,https://www.elsevier.com/open-access/agreements,https://www.google.com/search?q=PULMONARY+PHARMACOLOGY+&+THERAPEUTICS+aims+scope+instructions+for+authors+APC
1633,3-Q2,0,Biochimica et Biophysica Acta-Gene Regulatory Mechanisms,BBA-GENE REGUL MECH,1874-9399,1876-4320,3.6,3.7,Q2,23/81,Q2,Q2,0.66,52.0,24.0,6523.0,BIOCHEMISTRY & MOLECULAR BIOLOGY,BIOCHEMISTRY & MOLECULAR BIOLOGY(JIF Q2/JCI Q2),ELSEVIER,Elsevier,是,SCIE,混合为主,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200",中,https://www.elsevier.com/open-access/agreements,https://www.google.com/search?q=Biochimica+et+Biophysica+Acta-Gene+Regulatory+Mechanisms+aims+scope+instructions+for+authors+APC
1634,3-Q2,0,AMERICAN JOURNAL OF THERAPEUTICS,AM J THER,1075-2765,1536-3686,3.5,2.6,Q2,134/356,Q3,Q3,0.51,62.5,24.0,2054.0,PHARMACOLOGY & PHARMACY,PHARMACOLOGY & PHARMACY(JIF Q2/JCI Q3),LIPPINCOTT WILLIAMS & WILKINS,Wolters Kluwer/LWW,是,SCIE,混合为主,"订阅路线通常无APC；OA常见 USD 2,000-4,000；MEDICINE已拉黑",中,https://wkauthorservices.editage.com/open-access/,https://www.google.com/search?q=AMERICAN+JOURNAL+OF+THERAPEUTICS+aims+scope+instructions+for+authors+APC
1635,3-Q2,0,Laboratory Animal Research,LAB ANIM RES,1738-6055,2233-7660,3.1,3.9,Q2,17/170,Q2,Q2,0.87,52.1,24.0,1251.0,"MEDICINE, RESEARCH & EXPERIMENTAL","MEDICINE, RESEARCH & EXPERIMENTAL(JIF Q2/JCI Q2)",SPRINGERNATURE,Springer Nature,否,ESCI,混合/全OA,"全OA约 USD 2,090-3,490；Nature系更高；Scientific Reports已拉黑",中高,https://www.springernature.com/gp/open-research/journals-books/journals,https://www.google.com/search?q=Laboratory+Animal+Research+aims+scope+instructions+for+authors+APC
1636,3-Q2,0,JOURNAL OF HEALTHCARE MANAGEMENT,J HEALTHC MANAG,1096-9012,1944-7396,2.8,2.6,Q2,42/125,Q2,Q2,0.82,66.8,24.0,841.0,HEALTH POLICY & SERVICES,HEALTH POLICY & SERVICES(JIF Q2/JCI Q2),LIPPINCOTT WILLIAMS & WILKINS,Wolters Kluwer/LWW,否,SSCI,混合为主,"订阅路线通常无APC；OA常见 USD 2,000-4,000；MEDICINE已拉黑",中,https://wkauthorservices.editage.com/open-access/,https://www.google.com/search?q=JOURNAL+OF+HEALTHCARE+MANAGEMENT+aims+scope+instructions+for+authors+APC
1637,3-Q2,0,PHARMACOGENOMICS JOURNAL,PHARMACOGENOMICS J,1470-269X,1473-1150,2.8,2.6,Q2,86/192,Q2,Q2,0.77,55.5,24.0,2219.0,GENETICS & HEREDITY; PHARMACOLOGY & PHARMACY,GENETICS & HEREDITY(JIF Q2/JCI Q2) | PHARMACOLOGY & PHARMACY(JIF Q3/JCI Q2),SPRINGERNATURE,Springer Nature,是,SCIE,混合/全OA,"全OA约 USD 2,090-3,490；Nature系更高；Scientific Reports已拉黑",中高,https://www.springernature.com/gp/open-research/journals-books/journals,https://www.google.com/search?q=PHARMACOGENOMICS+JOURNAL+aims+scope+instructions+for+authors+APC
1638,3-Q2,0,Genes and Nutrition,GENES NUTR,1555-8932,1865-3499,2.8,3.8,Q2,86/192,Q2,Q2,0.73,55.5,24.0,1808.0,GENETICS & HEREDITY; NUTRITION & DIETETICS,GENETICS & HEREDITY(JIF Q2/JCI Q2) | NUTRITION & DIETETICS(JIF Q3/JCI Q2),BMC,BMC,是,SCIE,全OA,"约 USD 1,990-2,890（旗舰刊更高）",高,https://www.biomedcentral.com/getpublished/article-processing-charges,https://www.google.com/search?q=Genes+and+Nutrition+aims+scope+instructions+for+authors+APC
1639,3-Q2,0,Cardiology Plus,CARDIOL PLUS,2470-7511,2470-752X,2.4,,Q2,117/237,Q4,Q4,0.3,50.8,24.0,245.0,CARDIAC & CARDIOVASCULAR SYSTEMS,CARDIAC & CARDIOVASCULAR SYSTEMS(JIF Q2/JCI Q4),LIPPINCOTT WILLIAMS & WILKINS,Wolters Kluwer/LWW,否,ESCI,混合为主,"订阅路线通常无APC；OA常见 USD 2,000-4,000；MEDICINE已拉黑",中,https://wkauthorservices.editage.com/open-access/,https://www.google.com/search?q=Cardiology+Plus+aims+scope+instructions+for+authors+APC
1640,3-Q2,0,International Journal of Community-Based Nursing and Midwifery,INT J COMM-BASED NUR,2322-2476,2322-4835,2.2,,Q2,69/194,Q2,Q2,0.9,64.7,24.0,796.0,NURSING,NURSING(JIF Q2/JCI Q2),SHIRAZ UNIV MEDICAL SCIENCES,其他,否,ESCI,需核实,请查期刊官网 Author / Open Access 页面,未知,,https://www.google.com/search?q=International+Journal+of+Community-Based+Nursing+and+Midwifery+aims+scope+instructions+for+authors+APC
1641,3-Q2,0,Journal of Science in Sport and Exercise,J SCI SPORT EXERC,2096-6709,2662-1371,2.1,1.9,Q2,65/136,Q3,Q3,0.64,52.6,24.0,572.0,SPORT SCIENCES,SPORT SCIENCES(JIF Q2/JCI Q3),SPRINGERNATURE,Springer Nature,否,ESCI,混合/全OA,"全OA约 USD 2,090-3,490；Nature系更高；Scientific Reports已拉黑",中高,https://www.springernature.com/gp/open-research/journals-books/journals,https://www.google.com/search?q=Journal+of+Science+in+Sport+and+Exercise+aims+scope+instructions+for+authors+APC
1642,3-Q2,0,ORL-Journal for Oto-Rhino-Laryngology Head and Neck Surgery,ORL J OTO-RHINO-LARY,0301-1569,1423-0275,2.0,1.4,Q2,17/67,Q2,Q2,0.85,75.4,24.0,698.0,OTORHINOLARYNGOLOGY,OTORHINOLARYNGOLOGY(JIF Q2/JCI Q2),KARGER,Karger,是,SCIE,混合/OA,"因刊而异，常见 USD 2,500-3,800",中,https://karger.com/pages/Open-Access,https://www.google.com/search?q=ORL-Journal+for+Oto-Rhino-Laryngology+Head+and+Neck+Surgery+aims+scope+instructions+for+authors+APC
1643,3-Q2,0,Hand Therapy,HAND THER,1758-9983,1758-9991,1.7,1.4,Q2,87/175,Q4,Q4,0.48,50.6,24.0,273.0,REHABILITATION,REHABILITATION(JIF Q2/JCI Q4),SAGE PUBLICATIONS LTD,SAGE,否,ESCI,混合为主,"订阅路线通常无APC；SAGE Choice常见 USD 2,000-4,000",中,https://us.sagepub.com/en-us/nam/sage-choice,https://www.google.com/search?q=Hand+Therapy+aims+scope+instructions+for+authors+APC
1644,3-Q2,0,Microbiome Research Reports,MICROBIOME RES REP,,2771-5965,5.2,5.3,Q2,42/167,Q2,Q2,0.79,75.1,23.0,607.0,MICROBIOLOGY,MICROBIOLOGY(JIF Q2/JCI Q2),OAE PUBLISHING INC,其他,否,ESCI,需核实,请查期刊官网 Author / Open Access 页面,未知,,https://www.google.com/search?q=Microbiome+Research+Reports+aims+scope+instructions+for+authors+APC
1645,3-Q2,0,Australian Prescriber,AUST PRESCR,0312-8008,1839-3942,4.3,4.7,Q2,95/356,Q2,Q2,0.9,73.5,23.0,1193.0,PHARMACOLOGY & PHARMACY,PHARMACOLOGY & PHARMACY(JIF Q2/JCI Q2),Therapeutic Guidelines Ltd,其他,否,ESCI,需核实,请查期刊官网 Author / Open Access 页面,未知,,https://www.google.com/search?q=Australian+Prescriber+aims+scope+instructions+for+authors+APC
1646,3-Q2,0,Medical Gas Research,MED GAS RES,2045-9912,2045-9912,4.2,3.6,Q2,67/191,Q2,Q2,0.68,65.2,23.0,1314.0,"MEDICINE, RESEARCH & EXPERIMENTAL","MEDICINE, RESEARCH & EXPERIMENTAL(JIF Q2/JCI Q2)",WOLTERS KLUWER MEDKNOW PUBLICATIONS,Wolters Kluwer/LWW,否,ESCI,混合为主,"订阅路线通常无APC；OA常见 USD 2,000-4,000；MEDICINE已拉黑",中,https://wkauthorservices.editage.com/open-access/,https://www.google.com/search?q=Medical+Gas+Research+aims+scope+instructions+for+authors+APC
1647,3-Q2,0,NEUROPSYCHOBIOLOGY,NEUROPSYCHOBIOLOGY,0302-282X,1423-0224,3.7,4.0,Q2,15/93,Q2,Q2,0.86,72.5,23.0,2861.0,NEUROSCIENCES; PSYCHIATRY,NEUROSCIENCES(JIF Q2/JCI Q2) | PSYCHIATRY(JIF Q2/JCI Q2),KARGER,Karger,是,SCIE,混合/OA,"因刊而异，常见 USD 2,500-3,800",中,https://karger.com/pages/Open-Access,https://www.google.com/search?q=NEUROPSYCHOBIOLOGY+aims+scope+instructions+for+authors+APC
1648,3-Q2,0,Neurobiology of Pain,NEUROBIOL PAIN,,2452-073X,3.4,,Q2,98/296,Q2,Q2,0.86,67.1,23.0,592.0,CLINICAL NEUROLOGY; NEUROSCIENCES,CLINICAL NEUROLOGY(JIF Q2/JCI Q2) | NEUROSCIENCES(JIF Q2/JCI Q2),ELSEVIER,Elsevier,否,ESCI,混合为主,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200",中,https://www.elsevier.com/open-access/agreements,https://www.google.com/search?q=Neurobiology+of+Pain+aims+scope+instructions+for+authors+APC
1649,3-Q2,0,CNS & Neurological Disorders-Drug Targets,CNS NEUROL DISORD-DR,1871-5273,1996-3181,3.3,3.3,Q2,149/356,Q3,Q3,0.58,58.3,23.0,4030.0,NEUROSCIENCES; PHARMACOLOGY & PHARMACY,NEUROSCIENCES(JIF Q2/JCI Q3) | PHARMACOLOGY & PHARMACY(JIF Q2/JCI Q3),BENTHAM SCIENCE PUBL,其他,是,SCIE,需核实,请查期刊官网 Author / Open Access 页面,未知,,https://www.google.com/search?q=CNS+&+Neurological+Disorders-Drug+Targets+aims+scope+instructions+for+authors+APC
1650,3-Q2,0,American Journal of Cardiovascular Drugs,AM J CARDIOVASC DRUG,1175-3277,1179-187X,3.2,2.8,Q2,86/237,Q2,Q2,0.64,63.9,23.0,1721.0,CARDIAC & CARDIOVASCULAR SYSTEMS; PHARMACOLOGY & PHARMACY,CARDIAC & CARDIOVASCULAR SYSTEMS(JIF Q2/JCI Q2) | PHARMACOLOGY & PHARMACY(JIF Q2/JCI Q2),ADIS INT LTD,其他,是,SCIE,需核实,请查期刊官网 Author / Open Access 页面,未知,,https://www.google.com/search?q=American+Journal+of+Cardiovascular+Drugs+aims+scope+instructions+for+authors+APC
1651,3-Q2,0,Frontiers in Nuclear Medicine,FRONT NUCL MED,,2673-8880,2.5,2.4,Q2,93/217,Q3,Q3,0.47,57.4,23.0,320.0,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING(JIF Q2/JCI Q3)",FRONTIERS MEDIA SA,Frontiers,否,ESCI,全OA,"约 CHF 1,495-3,150（Frontiers in Medicine A类=CHF 3,150）",高,https://www.frontiersin.org/about/fee-policy,https://www.google.com/search?q=Frontiers+in+Nuclear+Medicine+aims+scope+instructions+for+authors+APC
1652,3-Q2,0,Journal of Behavioral and Cognitive Therapy,J BEHAV COGN THER,2589-9791,2589-9791,2.3,,Q2,75/184,Q3,Q3,0.63,59.5,23.0,294.0,"PSYCHIATRY; PSYCHOLOGY, CLINICAL","PSYCHIATRY(JIF Q3/JCI Q3) | PSYCHOLOGY, CLINICAL(JIF Q2/JCI Q3)",ELSEVIER,Elsevier,否,ESCI,混合为主,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200",中,https://www.elsevier.com/open-access/agreements,https://www.google.com/search?q=Journal+of+Behavioral+and+Cognitive+Therapy+aims+scope+instructions+for+authors+APC
1653,3-Q2,0,Frontiers in Parasitology,FRONT PARASITOL-SWIT,,2813-2424,2.1,2.2,Q2,23/47,Q4,Q4,0.4,52.1,23.0,190.0,PARASITOLOGY,PARASITOLOGY(JIF Q2/JCI Q4),FRONTIERS MEDIA SA,Frontiers,否,ESCI,全OA,"约 CHF 1,495-3,150（Frontiers in Medicine A类=CHF 3,150）",高,https://www.frontiersin.org/about/fee-policy,https://www.google.com/search?q=Frontiers+in+Parasitology+aims+scope+instructions+for+authors+APC
1654,3-Q2,0,HUMAN NATURE-AN INTERDISCIPLINARY BIOSOCIAL PERSPECTIVE,HUM NATURE-INT BIOS,1045-6767,1936-4776,2.0,2.2,Q2,20/143,Q1,Q1,1.01,51.0,23.0,1883.0,"SOCIAL SCIENCES, BIOMEDICAL","SOCIAL SCIENCES, BIOMEDICAL(JIF Q2/JCI Q1)",SPRINGER,Springer,否,SSCI,混合为主,"订阅路线通常无APC；选OA约 USD 2,790-4,290",中,https://www.springer.com/gp/open-access,https://www.google.com/search?q=HUMAN+NATURE-AN+INTERDISCIPLINARY+BIOSOCIAL+PERSPECTIVE+aims+scope+instructions+for+authors+APC
1655,3-Q2,0,Romanian Journal of Internal Medicine,ROM J INTERN MED,1582-3296,2501-062X,1.6,1.7,Q2,139/336,Q2,Q2,0.33,58.8,23.0,618.0,"MEDICINE, GENERAL & INTERNAL","MEDICINE, GENERAL & INTERNAL(JIF Q2/JCI Q2)",Paradigm Publishing Services-De Gruyter Brill Sp Zoo,De Gruyter,否,ESCI,混合/OA,因刊而异,中,https://www.degruyter.com/publishing/publications/openaccess,https://www.google.com/search?q=Romanian+Journal+of+Internal+Medicine+aims+scope+instructions+for+authors+APC
1656,3-Q2,0,BIOINORGANIC CHEMISTRY AND APPLICATIONS,BIOINORG CHEM APPL,1565-3633,1687-479X,4.1,4.1,Q2,8/58,Q1,Q1,1.07,60.5,22.0,2100.0,BIOCHEMISTRY & MOLECULAR BIOLOGY,BIOCHEMISTRY & MOLECULAR BIOLOGY(JIF Q2/JCI Q1),WILEY,Wiley,是,SCIE,混合为主,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700",中,https://authorservices.wiley.com/author-resources/Journal-Authors/open-access/article-publication-charges.html,https://www.google.com/search?q=BIOINORGANIC+CHEMISTRY+AND+APPLICATIONS+aims+scope+instructions+for+authors+APC
1657,3-Q2,0,CURRENT GENE THERAPY,CURR GENE THER,1566-5232,1875-5631,4.1,3.2,Q2,49/192,Q2,Q2,0.87,74.7,22.0,1650.0,GENETICS & HEREDITY,GENETICS & HEREDITY(JIF Q2/JCI Q2),BENTHAM SCIENCE PUBL LTD,其他,是,SCIE,需核实,请查期刊官网 Author / Open Access 页面,未知,,https://www.google.com/search?q=CURRENT+GENE+THERAPY+aims+scope+instructions+for+authors+APC
1658,3-Q2,0,Oxygen,OXYGEN-BASEL,,2673-9801,3.7,6.5,Q2,153/328,Q2,Q2,0.65,53.5,22.0,686.0,BIOCHEMISTRY & MOLECULAR BIOLOGY,BIOCHEMISTRY & MOLECULAR BIOLOGY(JIF Q2/JCI Q2),MDPI,MDPI,否,ESCI,全OA,"约 CHF 1,600-2,900（如 JCM=CHF 2,600）",高,https://www.mdpi.com/about/apc,https://www.google.com/search?q=Oxygen+aims+scope+instructions+for+authors+APC
